SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO-GR0001A_00005_101,20210126000000,20210126000000,PM10,33.22222,µg/m3,traffic,urban,31.0000,GR0001A,VOLOS,2554010.1728,4774289.9956,,True
SPO-GR0003A_00005_101,20210126000000,20210126000000,PM10,27.77778,µg/m3,traffic,urban,95.0000,GR0003A,ARISTOTELOUS,2641347.4667,4577734.7088,,True
SPO-GR0018A_00005_101,20210126000000,20210126000000,PM10,18.22222,µg/m3,traffic,urban,27.0000,GR0018A,AGIA SOFIA,2554257.7429,4958472.5364,,True
SPO-GR0020A_00005_101,20210126000000,20210126000000,PM10,17.33333,µg/m3,industrial,urban,30.0000,GR0020A,KORDELIO,2548485.8985,4964308.9044,,True
SPO-GR0022A_00005_101,20210126000000,20210126000000,PM10,20.11111,µg/m3,traffic,urban,170.0000,GR0022A,MAROUSI,2647996.5053,4583783.1058,,True
SPO-GR0120A_00005_101,20210126000000,20210126000000,PM10,17.55556,µg/m3,background,suburban,140.0000,GR0120A,KOROPI,2658200.6365,4565493.0482,,True
SPO-HU0002R_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,rural,125.0000,HU0002R,"""K-puszta""",2176296.0450,5936634.9745,Kecskemét,True
SPO-HU0022A_00005_100,20210126000000,20210126000000,PM10,19.66105,µg/m3,background,suburban,153.0000,HU0022A,"""Budapest Gilice""",2135572.5923,6012682.7154,Budapest,True
SPO-HU0023A_00005_100,20210126000000,20210126000000,PM10,18.36531,µg/m3,background,urban,111.0000,HU0023A,"""Debrecen Kalotaszeg""",2407222.0948,6026269.3259,Debrecen,True
SPO-HU0024A_00005_100,20210126000000,20210126000000,PM10,16.64196,µg/m3,traffic,urban,101.0000,HU0024A,"""Gyor Szent Istvan""",1963613.9240,6054655.1073,Gyr,True
SPO-HU0037A_00005_100,20210126000000,20210126000000,PM10,34.4978,µg/m3,background,suburban,248.0000,HU0037A,"""Ajka""",1954399.2305,5959275.0834,Ajka,True
SPO-HU0038A_00005_100,20210126000000,20210126000000,PM10,29.37092,µg/m3,background,suburban,135.0000,HU0038A,"""Sajoszentpeter""",2304653.8744,6143208.5549,Sajószentpéter,True
SPO-HU0039A_00005_100,20210126000000,20210126000000,PM10,12.86278,µg/m3,background,urban,122.0000,HU0039A,"""Esztergom""",2086808.7554,6071989.1536,Esztergom,True
SPO-HU0040A_00005_100,20210126000000,20210126000000,PM10,11.33053,µg/m3,background,rural,113.0000,HU0040A,"""Sarrod""",1874497.1056,6052450.5042,Sarród,True
SPO-HU0041A_00005_100,20210126000000,20210126000000,PM10,21.32275,µg/m3,traffic,urban,123.0000,HU0041A,"""Budapest Szena""",2118194.7292,6025399.6380,Budapest,True
SPO-HU0042A_00005_100,20210126000000,20210126000000,PM10,14.87117,µg/m3,background,urban,122.0000,HU0042A,"""Budapest Korakas""",2131336.5517,6030986.1497,Budapest,True
SPO-IS0050A_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,industrial,suburban,47.0000,IS0050A,PCC suður,-1931120.4325,9891876.1158,,True
SPO-IS0052A_00005_100,20210126000000,20210126000000,PM10,12.77778,µg/m3,traffic,urban,8.0000,IS0052A,Akureyri Strandgata (við Hof),-2013569.7700,9790915.7843,,True
SPO.01.0003.3903.5.1,20210126000000,20210126000000,PM10,13.7013,µg/m3,industrial,suburban,136.0000,AT10003,Kittsee,1900258.8737,6125033.2868,2421 Kittsee,True
SPO.02.F202.56347.5.1,20210126000000,20210126000000,PM10,2.461111,µg/m3,industrial,rural,810.0000,AT2F202,Klein St. Paul - Pemberg,1617469.9748,5916457.5549,9373 Klein St. Paul,True
SPO.02.KA21.55784.5.1,20210126000000,20210126000000,PM10,24.685,µg/m3,traffic,urban,445.0000,AT2KA21,Klagenfurt Völkermarkter Straße,1593879.1483,5881168.6701,9020 Klagenfurt,True
SPO.02.KA71.64336.5.1,20210126000000,20210126000000,PM10,16.66111,µg/m3,background,urban,445.0000,AT2KA71,Klagenfurt Sterneckstraße,1591773.4783,5881339.9500,9020 Klagenfurt,True
SPO.03.0301.4886.5.1,20210126000000,20210126000000,PM10,14.44444,µg/m3,background,suburban,180.0000,AT30301,Hainburg Krankenhaus,1887916.6702,6130780.0960,2410 Hainburg an der Donau,True
SPO.03.0302.4757.5.1,20210126000000,20210126000000,PM10,11.83333,µg/m3,background,rural,235.0000,AT30302,Stixneusiedl,1856283.4558,6115223.3822,2463 Trauttmannsdorf an der Leitha,True
SPO.03.0401.63472.5.1,20210126000000,20210126000000,PM10,9.944445,µg/m3,background,rural,161.0000,AT30401,Gänserndorf Baumschulweg,1862313.2987,6162722.0689,2230 Gänserndorf,True
SPO.03.1406.5981.5.1,20210126000000,20210126000000,PM10,15.72222,µg/m3,background,suburban,188.0000,AT31406,Biedermannsdorf Mühlengasse,1818651.2588,6120729.7463,2362 Biedermannsdorf,True
SPO.03.1413.63458.5.1,20210126000000,20210126000000,PM10,20.44444,µg/m3,background,suburban,210.0000,AT31413,Wiener Neudorf Hauptstraße,1817878.2067,6120822.3211,"2351 Wiener Neudorf ",True
SPO.03.1901.60140.5.1,20210126000000,20210126000000,PM10,17.83333,µg/m3,background,suburban,178.0000,AT31901,Tulln Leopoldgasse,1788069.3209,6161838.7964,3430 Tulln,True
SPO.04.S173.65928.5.2,20210126000000,20210126000000,PM10,26.28039,µg/m3,background,suburban,250.0000,AT4S173,"Steyregg Au, Freizeitpark",1599197.2515,6153378.0571,4221 Steyregg,True
SPO.04.S184.63739.5.2,20210126000000,20210126000000,PM10,26.60961,µg/m3,background,urban,260.0000,AT4S184,"Linz Stadtpark, Noßbergerstraße",1591590.7288,6157934.1430,4020 Linz,True
SPO.04.S217.64654.5.2,20210126000000,20210126000000,PM10,21.43922,µg/m3,traffic,rural-nearcity,255.0000,AT4S217,Enns Kristein 3 - A1 Westautobahn,1607113.3042,6141769.9283,4470 Enns,True
SPO.04.S404.55678.5.2,20210126000000,20210126000000,PM10,24.70611,µg/m3,background,suburban,274.0000,AT4S404,Traun Tischlerstraße,1585065.8607,6144415.1988,4050 Traun,True
SPO.05.1200.4564.5.1,20210126000000,20210126000000,PM10,15.12778,µg/m3,background,urban,420.0000,AT51200,"Salzburg Lehener Park, Franz Martin-Straße 1",1450585.7313,6076500.8133,5020 Salzburg,True
SPO.05.1500.67773.5.1,20210126000000,20210126000000,PM10,18.45667,µg/m3,traffic,suburban,425.0000,AT51500,Salzburg Stadtautobahn A1,1447202.2496,6076109.3838,5071 Wals-Siezenheim,True
SPO.05.2000.4562.5.1,20210126000000,20210126000000,PM10,13.98778,µg/m3,background,urban,440.0000,AT52000,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,1458285.3294,6054287.6233,5400 Hallein,True
SPO.05.2300.5876.5.1,20210126000000,20210126000000,PM10,16.98833,µg/m3,traffic,rural,445.0000,AT52300,Hallein A10 Tauernautobahn,1459182.0697,6055619.7134,5400 Hallein,True
SPO.06.142.4631.5.1,20210126000000,20210126000000,PM10,19.3754,µg/m3,background,suburban,555.0000,AT60142,Leoben Donawitz Kindergarten,1678085.6640,6003591.1962,8700 Leoben KG Donawitz,True
SPO.06.143.56194.5.1,20210126000000,20210126000000,PM10,19.65902,µg/m3,background,urban,543.0000,AT60143,Leoben Zentrum,1679718.3498,6004732.8300,8700 Leoben,True
SPO.06.145.56353.5.1,20210126000000,20210126000000,PM10,24.37215,µg/m3,background,suburban,517.0000,AT60145,Kapfenberg St. Martin,1702110.6365,6015151.4774,8605 Kapfenberg,True
SPO.06.151.65762.5.1,20210126000000,20210126000000,PM10,14.20644,µg/m3,background,rural,449.0000,AT60151,Bockberg,1724988.2761,5921106.6735,8410 Wildon,True
SPO.06.156.4951.5.1,20210126000000,20210126000000,PM10,2.298414,µg/m3,background,rural-regional,1180.0000,AT60156,Masenberg,1768000.8657,5999072.5325,"8225 Pöllauberg, Staudach 25",True
SPO.06.197.56339.5.1,20210126000000,20210126000000,PM10,14.70177,µg/m3,traffic,suburban,272.0000,AT60197,Leibnitz Lastenstraße,1729966.7311,5905967.1888,8430 Leibnitz,True
SPO.06.198.56330.5.1,20210126000000,20210126000000,PM10,18.39796,µg/m3,background,suburban,276.0000,AT60198,Fürstenfeld Ungartorweg,1789893.6247,5949785.3137,8280 Fürstenfeld,True
SPO.07.2106.4578.5.1,20210126000000,20210126000000,PM10,19.42283,µg/m3,background,urban,570.0000,AT72106,Innsbruck Reichenau - Andechsstraße,1270928.4482,5986468.4747,6020 Innsbruck,True
SPO.07.2110.4579.5.1,20210126000000,20210126000000,PM10,15.21856,µg/m3,background,urban,577.0000,AT72110,Innsbruck Zentrum - Fallmerayerstraße,1268191.8366,5985046.0898,6020 Innsbruck,True
SPO.09.A23.65514.5.1,20210126000000,20210126000000,PM10,19.058,µg/m3,traffic,suburban,162.0000,AT90A23,A23 Südosttangente/Wehlistraße,1829485.7374,6140703.5138,1020 Wien,True
SPO.09.AKC.55397.5.1,20210126000000,20210126000000,PM10,18.61833,µg/m3,background,urban,184.0000,AT90AKC,AKH,1820053.4143,6143384.6504,1090 Wien,True
SPO.09.BELG.5059.5.1,20210126000000,20210126000000,PM10,21.97961,µg/m3,background,urban,218.0000,AT9BELG,Belgradplatz,1821344.6338,6135910.1415,1100 Wien,True
SPO.09.FLO.5861.5.1,20210126000000,20210126000000,PM10,12.24531,µg/m3,background,urban,164.0000,AT90FLO,Floridsdorf,1825300.5698,6150400.6759,1210 Wien,True
SPO.09.GAUD.5061.5.1,20210126000000,20210126000000,PM10,20.93606,µg/m3,background,urban,179.0000,AT9GAUD,Gaudenzdorf,1818886.0192,6138046.0829,1120 Wien,True
SPO.IT1773A_5_BETA_2006-10-01_00:00:00,20210126000000,20210126000000,PM10,7.583333,µg/m3,background,rural-regional,550.0000,IT1773A,Genga -Parco Gola della Rossa,1441834.5350,5383488.9004,Piani di Rocchetta - Genga (AN),True
SPO.IT1827A_5_BETA_2006-10-01_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,100.0000,IT1827A,Ancona Cittadella,1503771.5865,5405542.5746,Parco Cittadella - Ancona (AN),True
SPO-NL00131_00005_100,20210126000000,20210126000000,PM10,9.55,µg/m3,background,rural,28.0000,NL00131,Vredepeel-Vredeweg,651560.7720,6717468.1858,,True
SPO-NL00133_00005_100,20210126000000,20210126000000,PM10,12.67889,µg/m3,background,suburban,96.0000,NL00133,Wijnandsrade-Opfergeltstraat,654753.1923,6604026.5318,,True
SPO-NL00136_00005_100,20210126000000,20210126000000,PM10,17.51444,µg/m3,traffic,urban,100.0000,NL00136,Heerlen-Looierstraat,664632.5745,6601498.8453,HEERLEN,True
SPO-NL00138_00005_100,20210126000000,20210126000000,PM10,13.39,µg/m3,background,urban,98.0000,NL00138,Heerlen-Jamboreepad,666453.4274,6603679.8599,,True
SPO-NL00230_00005_100,20210126000000,20210126000000,PM10,15.38111,µg/m3,background,rural,15.0000,NL00230,Biest Houtakker-Biestsestraat,573122.8324,6713517.2334,,True
SPO-NL00235_00005_100,20210126000000,20210126000000,PM10,17.79889,µg/m3,background,rural,18.0000,NL00235,Huijbergen-Vennekenstraat,485334.6121,6698504.4513,,True
SPO-NL00236_00005_100,20210126000000,20210126000000,PM10,12.11,µg/m3,traffic,urban,17.0000,NL00236,Eindhoven-Genovevalaan,609179.2154,6704617.0758,,True
SPO-NL00237_00005_100,20210126000000,20210126000000,PM10,12.82111,µg/m3,traffic,urban,18.0000,NL00237,Eindhoven-Noordbrabantlaan,606116.0370,6700239.2215,EINDHOVEN,True
SPO-NL00633_00005_100,20210126000000,20210126000000,PM10,9.55,µg/m3,background,rural,-2.0000,NL00633,Zegveld-Oude Meije,538584.8472,6825107.1204,,True
SPO-NL00636_00005_100,20210126000000,20210126000000,PM10,9.834444,µg/m3,traffic,urban,1.0000,NL00636,Utrecht-Kardinaal de Jongweg,570452.7231,6819138.7310,,True
SPO-NL00639_00005_100,20210126000000,20210126000000,PM10,5.852222,µg/m3,traffic,urban,1.0000,NL00639,Utrecht-Constant Erzeijstraat,570012.2318,6812384.4434,,True
SPO-NL00641_00005_101,20210126000000,20210126000000,PM10,8.27,µg/m3,traffic,rural,-1.0000,NL00641,Breukelen-Snelweg,555199.7264,6836647.0106,,True
SPO-NL00644_00005_100,20210126000000,20210126000000,PM10,7.416667,µg/m3,background,rural,1.0000,NL00644,Cabauw-Wielsekade,548059.3603,6795514.0520,,True
SPO-NL00722_00005_100,20210126000000,20210126000000,PM10,9.915714,µg/m3,background,rural,19.0000,NL00722,Eibergen-Lintveldseweg,735306.0909,6816741.3030,,True
SPO-PT01034_00005_100,20210126000000,20210126000000,PM10,4.375,µg/m3,background,suburban,40.0000,PT01034,Leça do Balio-Matosinhos,-960934.5575,5044558.2729,,True
SPO-PT01041_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,175.0000,PT01041,Fr Bartolomeu Mártires-S.Vitor,-935733.0493,5093766.8158,,True
SPO-PT01042_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,suburban,51.0000,PT01042,Frossos-Braga,-941422.6997,5096700.8557,,True
SPO-PT01043_00005_100,20210126000000,20210126000000,PM10,11,µg/m3,traffic,urban,184.0000,PT01043,Pe Moreira Neves-Castelões de Cepeda,-928188.1481,5042996.2118,,True
SPO-PT01044_00005_100,20210126000000,20210126000000,PM10,12.375,µg/m3,background,urban,300.0000,PT01044,Paços de Ferreira,-932424.4113,5052865.7299,,True
SPO-PT01046_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,185.0000,PT01046,Cónego Dr. Manuel Faria-Azurém,-923549.7989,5078903.5807,,True
SPO-PT01047_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,rural,777.0000,PT01047,Minho-Lima,-967799.2965,5131399.1454,,True
SPO-PT01048_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,rural,1086.0000,PT01048,Douro Norte,-867271.5624,5067276.7585,,True
SPO-PT03055_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,industrial,urban,31.0000,PT03055,Lavradio,-1007194.0398,4674036.3320,,True
SPO-PT03063_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,industrial,suburban,47.0000,PT03063,Paio Pires,-1010904.6524,4667305.8653,,True
SPO-PT03071_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,32.0000,PT03071,Olivais,-1013904.1560,4688620.7643,,True
SPO-PT03072_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,86.0000,PT03072,Entrecampos,-1018449.6648,4685725.9594,,True
SPO-PT03100_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,76.0000,PT03100,Santa Cruz de Benfica,-1024417.6140,4685646.7414,,True
SPO-PT03101_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,22.0000,PT03101,Alverca,-1006359.1436,4706801.2710,,True
SPO-PT03102_00005_100,20210126000000,20210126000000,PM10,6.033333,µg/m3,background,rural,143.0000,PT03102,Lourinhã,-1029210.5860,4761619.1683,,True
SPO-PT03104_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,41.0000,PT03104,Cascais - Escola da Cidadela,-1049680.9045,4678987.9235,,True
SPO.02.M121.56344.5.1,20210126000000,20210126000000,PM10,14.72333,µg/m3,background,rural,574.0000,AT2M121,Arnoldstein Gailitz Waldsiedlungsstraße,1525633.6213,5870370.1989,9601 Arnoldstein,True
SPO.02.M226.63502.5.1,20210126000000,20210126000000,PM10,25.03333,µg/m3,background,rural,420.0000,AT2M226,Ebenthal Zell,1602815.1349,5878691.8792,9170 Zell bei Ebenthal,True
SPO.02.SP10.56346.5.1,20210126000000,20210126000000,PM10,4.011667,µg/m3,background,rural,686.0000,AT2SP10,Obervellach Schulzentrum,1468808.6948,5931470.8641,8921 Obervellach,True
SPO.02.SP18.56350.5.1,20210126000000,20210126000000,PM10,25.53056,µg/m3,background,urban,560.0000,AT2SP18,Spittal a. d. Drau Oktoberstraße,1502132.8399,5909715.7245,9800 Spittal a.d.Drau,True
SPO.02.VI12.55831.5.1,20210126000000,20210126000000,PM10,17.80056,µg/m3,background,urban,490.0000,AT2VI12,Villach Tirolerbrücke,1540816.3754,5879051.9914,9500 Villach,True
SPO.02.WO15.55830.5.1,20210126000000,20210126000000,PM10,14.64611,µg/m3,background,urban,460.0000,AT2WO15,Wolfsberg Hauptschule,1652383.2304,5915183.3362,9400 Wolfsberg,True
SPO.03.0407.55181.5.1,20210126000000,20210126000000,PM10,12.44444,µg/m3,background,rural,150.0000,AT30407,Groß-Enzersdorf - Glinzendorf,1851954.3399,6145343.5528,2301 Groß-Enzersdorf,True
SPO.03.0502.4887.5.1,20210126000000,20210126000000,PM10,8.944445,µg/m3,background,rural-regional,570.0000,AT30502,Heidenreichstein Thaures,1674987.2718,6254289.2811,3860 Heidenreichstein,True
SPO.03.0599.56151.5.1,20210126000000,20210126000000,PM10,21.22222,µg/m3,traffic,suburban,170.0000,AT30599,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),1817618.4563,6158286.0704,3400 Klosterneuburg,True
SPO.03.0603.5038.5.1,20210126000000,20210126000000,PM10,17.22222,µg/m3,background,suburban,172.0000,AT30603,"Himberg, Alter Markt",1829350.2987,6121192.6302,2325 Himberg,True
SPO.03.0701.63475.5.1,20210126000000,20210126000000,PM10,9.388889,µg/m3,background,rural-regional,230.0000,AT30701,Ziersdorf,1774741.9041,6195298.4965,3710 Ziersdorf,True
SPO.03.2301.5055.5.1,20210126000000,20210126000000,PM10,25,µg/m3,background,urban,270.0000,AT32301,St. Pölten Eybnerstraße,1740387.5094,6142280.3546,3100 St. Pölten,True
SPO.03.2302.5927.5.1,20210126000000,20210126000000,PM10,20,µg/m3,traffic,urban,271.0000,AT32302,St. Pölten Europaplatz HTL,1738854.9740,6140409.5587,3100 St. Pölten,True
SPO.03.2401.5040.5.1,20210126000000,20210126000000,PM10,14.27778,µg/m3,background,suburban,265.0000,AT32401,Wiener Neustadt,1809498.3228,6075994.2852,2700 Wiener Neustadt,True
SPO.03.2501.5931.5.1,20210126000000,20210126000000,PM10,11.72222,µg/m3,background,suburban,200.0000,AT32501,Krems,1738717.6057,6175104.1996,3500 Krems,True
SPO.03.2604.63690.5.1,20210126000000,20210126000000,PM10,12.44444,µg/m3,background,rural,330.0000,AT32604,Kematen an der Ybbs,1644442.4401,6114363.0002,3331 Kematen an der Ybbs,True
SPO.04.S406.55669.5.2,20210126000000,20210126000000,PM10,21.73011,µg/m3,background,suburban,316.0000,AT4S406,Wels Linzerstraße,1562430.9469,6134348.9849,4600 Wels,True
SPO.04.S407.55670.5.2,20210126000000,20210126000000,PM10,17.90633,µg/m3,background,suburban,420.0000,AT4S407,"Vöcklabruck, Untere Agergasse",1521459.1404,6106993.4729,4840 Vöcklabruck,True
SPO.04.S409.55671.5.2,20210126000000,20210126000000,PM10,19.9225,µg/m3,background,suburban,305.0000,AT4S409,Steyr Münichholz,1607762.6679,6115084.5740,4400 Steyr,True
SPO.04.S415.55673.5.2,20210126000000,20210126000000,PM10,27.54667,µg/m3,industrial,suburban,255.0000,AT4S415,Linz 24er Turm A7,1591621.3442,6160815.4867,4020 Linz,True
SPO.05.5019.67482.5.1,20210126000000,20210126000000,PM10,1.551667,µg/m3,background,rural,1140.0000,AT55019,Zederhaus Lamm,1507619.9013,5963937.7767,5584 Zederhaus,True
SPO.05.5032.4567.5.1,20210126000000,20210126000000,PM10,5.066667,µg/m3,background,suburban,1025.0000,AT55032,Tamsweg Untere Postgasse,1537136.6354,5962637.5161,5580 Tamsweg,True
SPO.06.036.64293.5.1,20210126000000,20210126000000,PM10,14.78728,µg/m3,background,suburban,473.0000,AT60036,Graz Lustbühel,1724749.5576,5953018.8587,8020 Graz,True
SPO.06.106.4630.5.1,20210126000000,20210126000000,PM10,6.053913,µg/m3,background,urban,445.0000,AT60106,Köflach,1679440.0882,5952417.2735,8580 Köflach,True
SPO.06.107.5965.5.1,20210126000000,20210126000000,PM10,15.16706,µg/m3,background,suburban,390.0000,AT60107,Voitsberg Mühlgasse,1686799.5063,5949376.9348,8570 Voitsberg,True
SPO.06.114.56196.5.1,20210126000000,20210126000000,PM10,24.44006,µg/m3,background,suburban,675.0000,AT60114,Zeltweg Hauptschule,1642333.5171,5973551.7708,"8740 Zeltweg, KG Farrach",True
SPO.06.164.4623.5.1,20210126000000,20210126000000,PM10,18.42112,µg/m3,traffic,urban,358.0000,AT60164,Graz Don Bosco,1716168.3957,5951155.9316,8020 Graz,True
SPO.06.170.5969.5.1,20210126000000,20210126000000,PM10,22.16172,µg/m3,background,urban,345.0000,AT60170,Graz Süd Tiergartenweg,1717999.9353,5948878.0045,8020 Graz,True
SPO.06.171.55882.5.1,20210126000000,20210126000000,PM10,15.28239,µg/m3,traffic,suburban,366.0000,AT60171,Graz Ost Petersgasse,1721741.3834,5951782.2494,"8010 Graz, KG Jakomini",True
SPO.06.172.64041.5.1,20210126000000,20210126000000,PM10,12.46453,µg/m3,background,urban,366.0000,AT60172,Graz Mitte Gries,1717876.2593,5953383.1348,8020 Graz,True
SPO.06.177.66042.5.1,20210126000000,20210126000000,PM10,8.173709,µg/m3,background,suburban,649.0000,AT60177,Liezen Pyhrnbach,1585710.0788,6034861.4725,8940 Liezen,True
SPO.06.178.66012.5.1,20210126000000,20210126000000,PM10,11.62162,µg/m3,background,suburban,459.0000,AT60178,Weiz Bahnhofstraße,1739744.6394,5977353.6384,8160 Weiz,True
SPO.07.2223.4574.5.1,20210126000000,20210126000000,PM10,12.97079,µg/m3,traffic,suburban,688.0000,AT72223,Gärberbach A13 Brennerautobahn,1268001.6918,5981263.2200,6161 Natters,True
SPO.07.2227.56409.5.1,20210126000000,20210126000000,PM10,19.60894,µg/m3,background,suburban,558.0000,AT72227,Hall in Tirol Untere Lend,1281565.3038,5987580.8749,6060 Hall i.T.,True
SPO.07.2315.64318.5.1,20210126000000,20210126000000,PM10,8.841278,µg/m3,traffic,suburban,719.0000,AT72315,Imst Inntalautobahn A12,1195094.5163,5977557.5506,6460 Imst,True
SPO.07.2519.4571.5.1,20210126000000,20210126000000,PM10,8.894889,µg/m3,industrial,rural,519.0000,AT72519,Brixlegg Innweg,1321563.0425,6012307.5006,6230 Brixlegg,True
SPO.07.2530.4600.5.1,20210126000000,20210126000000,PM10,21.60033,µg/m3,background,suburban,508.0000,AT72530,Wörgl Stelzhamerstraße,1343251.4411,6022187.0336,6300 Wörgl,True
SPO.07.2552.5564.5.1,20210126000000,20210126000000,PM10,13.019,µg/m3,background,urban,489.0000,AT72552,Kufstein Zentrum Praxmarerstraße,1355026.6054,6037562.4923,6330 Kufstein,True
SPO.07.2710.5133.5.1,20210126000000,20210126000000,PM10,4.229722,µg/m3,background,rural,985.0000,AT72710,Heiterwang Ort L355,1196029.6001,6015441.8217,6611 Heiterwang,True
SPO.09.KE.55254.5.1,20210126000000,20210126000000,PM10,18.79772,µg/m3,background,suburban,158.0000,AT900KE,Kaiser-Ebersdorf,1834105.6076,6132965.1714,1110 Wien,True
SPO.09.KEND.5860.5.1,20210126000000,20210126000000,PM10,18.87061,µg/m3,background,urban,236.0000,AT9KEND,Kendlerstraße,1815593.0650,6141027.5442,1160 Wien,True
SPO.09.LAA.5859.5.1,20210126000000,20210126000000,PM10,22.54367,µg/m3,background,suburban,251.0000,AT90LAA,Laaer Berg,1824851.5379,6133687.4882,1100 Wien,True
