SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO.DE_DERP007_PM1_dataGroup1,20210126000000,20210126000000,PM10,12.97625,µg/m3,background,urban,115.0000,DERP007,Mainz-Mombach,914690.3259,6449315.7468,Mainz,True
SPO.DE_DERP009_PM1_dataGroup1,20210126000000,20210126000000,PM10,13.12875,µg/m3,background,urban,100.0000,DERP009,Mainz-Zitadelle,921055.1291,6445412.7447,Mainz,True
SPO.DE_DERP010_PM1_dataGroup1,20210126000000,20210126000000,PM10,16.8425,µg/m3,traffic,urban,85.0000,DERP010,Mainz-Parcusstraße,919624.8963,6446453.5280,Mainz,True
SPO.DE_DERP023_PM1_dataGroup1,20210126000000,20210126000000,PM10,14.555,µg/m3,traffic,urban,90.0000,DERP023,Worms-Hagenstraße,931162.9389,6382232.0130,Worms,True
SPO.DE_DERP025_PM1_dataGroup1,20210126000000,20210126000000,PM10,19.22,µg/m3,background,urban,115.0000,DERP025,Wörth-Marktplatz,918779.6474,6283737.5558,Wörth am Rhein,True
SPO.DE_DESH053_PM1_dataGroup1,20210126000000,20210126000000,PM10,30.1125,µg/m3,traffic,urban,6.0000,DESH053,Lübeck Moislinger Allee,1188148.5475,7144108.6830,Lübeck,True
SPO.DE_DESH056_PM1_dataGroup1,20210126000000,20210126000000,PM10,0,µg/m3,background,rural-regional,14.0000,DESH056,Eggebek,1042359.4216,7287822.0112,Eggebek,True
SPO.DE_DESH057_PM1_dataGroup1,20210126000000,20210126000000,PM10,23.6375,µg/m3,background,urban,30.0000,DESH057,Kiel-Bremerskamp,1124950.2462,7236266.2824,Kiel,True
SPO.DE_DESH058_PM1_dataGroup1,20210126000000,20210126000000,PM10,28.2625,µg/m3,background,urban,37.0000,DESH058,Lauenburg-Murjahnstraße,1173365.7644,7054035.6322,Lauenburg,True
SPO.DE_DESN020_PM1_dataGroup1,20210126000000,20210126000000,PM10,16.91125,µg/m3,traffic,urban,210.0000,DESN020,Görlitz,1666893.3797,6648899.5257,Görlitz,True
SPO.DE_DESN024_PM1_dataGroup1,20210126000000,20210126000000,PM10,12.89625,µg/m3,background,urban,540.0000,DESN024,Klingenthal,1388013.6763,6507946.2307,Klingenthal,True
SPO.DE_DESN025_PM1_dataGroup1,20210126000000,20210126000000,PM10,14.965,µg/m3,traffic,urban,110.0000,DESN025,Leipzig-Mitte,1377819.4826,6682399.6339,Leipzig,True
SPO.DE_DESN045_PM1_dataGroup1,20210126000000,20210126000000,PM10,16.88,µg/m3,background,suburban,230.0000,DESN045,Zittau-Ost,1650071.6688,6602278.4943,Zittau,True
SPO.DE_DESN049_PM1_dataGroup1,20210126000000,20210126000000,PM10,7.02,µg/m3,background,rural-remote,896.0000,DESN049,Carlsfeld,1403864.0133,6521311.0186,Eibenstock,True
SPO.DE_DESN051_PM1_dataGroup1,20210126000000,20210126000000,PM10,18.48875,µg/m3,background,rural-nearcity,246.0000,DESN051,Radebeul-Wahnsdorf,1522294.5932,6642461.6558,Radebeul,True
SPO-DK0034A_00005_100,20210126000000,20210126000000,PM10,11.25556,µg/m3,traffic,urban,5.0000,DK0034A,"""Copenhagen/1103""",1399408.4507,7493849.3425,Maria,True
SPO-DK0051A_00005_104,20210126000000,20210126000000,PM10,10.45,µg/m3,traffic,urban,10.0000,DK0051A,"""Århus/6153""",1135552.5260,7588446.1578,Vor Frue *,True
SPO-FI00080_00005_100,20210126000000,20210126000000,PM10,8.432306,µg/m3,industrial,suburban,101.0000,FI00080,Rautionkylä,3214204.4681,8680693.6796,Imatra,True
SPO-FI00179_00005_100,20210126000000,20210126000000,PM10,3.743493,µg/m3,industrial,suburban,40.0000,FI00179,Pirkkala,2464954.1638,8702373.4754,Harjavalta,True
SPO-FI00184_00005_100,20210126000000,20210126000000,PM10,2.398619,µg/m3,industrial,suburban,43.0000,FI00184,Kaleva,2464268.4357,8698397.3673,Harjavalta,True
SPO-FI00283_00005_100,20210126000000,20210126000000,PM10,6.865083,µg/m3,traffic,suburban,84.0000,FI00283,Ihalainen,3136593.6323,8635202.1078,Lappeenranta,True
SPO-FI00301_00005_100,20210126000000,20210126000000,PM10,5.061468,µg/m3,background,suburban,18.0000,FI00301,Pyykösjärvi,2838413.2443,9619807.2783,Oulu,True
SPO-FI00570_00005_100,20210126000000,20210126000000,PM10,5.307695,µg/m3,traffic,urban,3.0000,FI00570,Raahen keskusta 2,2725281.4722,9525459.6994,Raahe,True
SPO-FI00586_00005_100,20210126000000,20210126000000,PM10,2.996513,µg/m3,background,urban,16.0000,FI00586,Vaasa vesitorni,2405911.4191,9123216.5796,Vaasa,True
SPO-FI00606_00005_100,20210126000000,20210126000000,PM10,6.164175,µg/m3,traffic,urban,106.0000,FI00606,Lappeenrannan keskusta 4,3137463.0376,8638637.7790,Lappeenranta,True
SPO-FI00838_00005_100,20210126000000,20210126000000,PM10,2.739401,µg/m3,traffic,suburban,100.0000,FI00838,Epila 2,2635581.3397,8743538.0618,Tampere,True
SPO-FI00839_00005_100,20210126000000,20210126000000,PM10,5.044445,µg/m3,traffic,urban,107.0000,FI00839,Tasavallankatu,3079316.4147,9071387.5501,Kuopio,True
SPO-FI00841_00005_100,20210126000000,20210126000000,PM10,4.824139,µg/m3,traffic,urban,9.0000,FI00841,Leppävaara 4,2761984.6215,8448935.9795,Espoo,True
SPO-FR02009_5,20210126000000,20210126000000,PM10,4.185714,µg/m3,industrial,suburban,1.0000,FR02009,Port Saint Louis,534447.5470,5372102.5462,PORT-SAINT-LOUIS-DU-RHONE,True
SPO-FR02022_5,20210126000000,20210126000000,PM10,6.042857,µg/m3,background,urban,10.0000,FR02022,Arles,515321.3000,5415302.2109,ARLES,True
SPO-FR02029_5,20210126000000,20210126000000,PM10,8.842857,µg/m3,industrial,suburban,10.0000,FR02029,Chateauneuf La Mede,569200.3788,5372986.2206,CHATEAUNEUF-LES-MARTIGUES,True
SPO-FR02041_5,20210126000000,20210126000000,PM10,7.7875,µg/m3,background,urban,82.0000,FR02041,SALON,567851.5205,5409746.1199,SALON-DE-PROVENCE,True
SPO-FR03006_5,20210126000000,20210126000000,PM10,11.15714,µg/m3,traffic,urban,17.0000,FR03006,MARSEILLE RABATAU,600831.3668,5354145.4679,MARSEILLE 8E ARRONDISSEMENT,True
SPO-FR03014_5,20210126000000,20210126000000,PM10,9.725,µg/m3,background,urban,59.0000,FR03014,MARSEILLE ST LOUIS,596685.7177,5365099.5511,MARSEILLE 15E ARRONDISSEMENT,True
SPO-FR04012_5,20210126000000,20210126000000,PM10,14.67143,µg/m3,traffic,urban,66.0000,FR04012,Place Victor Basch,259096.1148,6245689.2870,PARIS 14E ARRONDISSEMENT,True
SPO-FR04023_5,20210126000000,20210126000000,PM10,12.47143,µg/m3,background,urban,85.0000,FR04023,CERGY-PONTOISE,227431.9536,6282736.4753,CERGY,True
SPO-FR04031_5,20210126000000,20210126000000,PM10,16.22857,µg/m3,traffic,urban,34.0000,FR04031,Av Champs Elysees,257364.4288,6252643.9804,PARIS 8E ARRONDISSEMENT,True
SPO-FR04034_5,20210126000000,20210126000000,PM10,11.42857,µg/m3,background,urban,95.0000,FR04034,VITRY-SUR-SEINE,264472.8462,6236904.6139,VITRY-SUR-SEINE,True
SPO-FR04156_5,20210126000000,20210126000000,PM10,14.1,µg/m3,background,urban,51.0000,FR04156,BOBIGNY,273011.0512,6258334.5251,BOBIGNY,True
SPO-FR04158_5,20210126000000,20210126000000,PM10,11.42857,µg/m3,background,rural-regional,122.0000,FR04158,Zone Rurale NO,207764.5825,6285572.7253,FREMAINVILLE,True
SPO-FR04173_5,20210126000000,20210126000000,PM10,31.47143,µg/m3,traffic,suburban,73.0000,FR04173,RD934 Coulommiers,343326.8981,6241990.6308,COULOMMIERS,True
SPO-FR04179_5,20210126000000,20210126000000,PM10,12.01667,µg/m3,background,urban,32.0000,FR04179,PARIS Stade Lenglen,252682.8876,6246130.4677,PARIS 15E ARRONDISSEMENT,True
SPO-FR04181_5,20210126000000,20210126000000,PM10,11.41429,µg/m3,background,suburban,164.0000,FR04181,RAMBOUILLET,203773.5562,6212940.0200,RAMBOUILLET,True
SPO-FR04329_5,20210126000000,20210126000000,PM10,14.85,µg/m3,traffic,urban,49.0000,FR04329,Bld peripherique Est,268589.5523,6247521.9693,PARIS 12E ARRONDISSEMENT,True
SPO-FR06006_5,20210126000000,20210126000000,PM10,13.3,µg/m3,traffic,urban,21.0000,FR06006,Valenciennes Wallon,392148.5098,6509598.1337,VALENCIENNES,True
SPO-FR06007_5,20210126000000,20210126000000,PM10,15.13333,µg/m3,background,urban,133.0000,FR06007,Maubeuge Joyeuse,442707.5961,6494797.3732,MAUBEUGE,True
SPO-FR06011_5,20210126000000,20210126000000,PM10,18.68333,µg/m3,background,suburban,31.0000,FR06011,Denain Villars,378033.1984,6502360.9572,DENAIN,True
SPO-FR06133_5,20210126000000,20210126000000,PM10,12.23333,µg/m3,background,rural-nearcity,151.0000,FR06133,Cartignies,428583.3791,6462267.2700,CARTIGNIES,True
SPO-FR07004_5,20210126000000,20210126000000,PM10,10.6625,µg/m3,background,urban,340.0000,FR07004,Montferrand,346630.3040,5747922.4976,CLERMONT-FERRAND,True
SPO-FR07022_5,20210126000000,20210126000000,PM10,13.0375,µg/m3,background,rural-regional,235.0000,FR07022,Paray le Fresil,400824.4170,5885563.7865,PARAY-LE-FRESIL,True
SPO-FR08030_5,20210126000000,20210126000000,PM10,13.68,µg/m3,traffic,urban,17.0000,FR08030,Pompignane,433991.3913,5405281.8191,MONTPELLIER,True
SPO-FR08614_5,20210126000000,20210126000000,PM10,5.3,µg/m3,background,urban,40.0000,FR08614,Gauzy,486935.8317,5439851.4810,NIMES,True
SPO-FR08616_5,20210126000000,20210126000000,PM10,10.68333,µg/m3,traffic,urban,50.0000,FR08616,Planas,485574.3943,5439154.4338,NIMES,True
SPO-FR08713_5,20210126000000,20210126000000,PM10,3.62,µg/m3,background,urban,50.0000,FR08713,Rigaud,323210.9095,5264000.2321,PERPIGNAN,True
SPO-FR08714_5,20210126000000,20210126000000,PM10,6.883333,µg/m3,background,urban,25.0000,FR08714,Les Carmes,322793.1275,5265783.5333,PERPIGNAN,True
SPO-FR09003_5,20210126000000,20210126000000,PM10,28.55714,µg/m3,background,urban,10.0000,FR09003,place de VERDUN,-128418.4985,5806437.3097,LA ROCHELLE,True
SP_08101001_10_47,20210126000000,20210126000000,PM10,10.75,µg/m3,background,urban,29.0000,ES0692A,l'Hospitalet de Llobregat (av. del Torrent Gornal),235437.7265,5067145.4956,HOSPITALET DE LLOBREGAT (L'),True
SP_11008009_10_49,20210126000000,20210126000000,PM10,14.28,µg/m3,background,rural,189.0000,ES1648A,E2: ALCORNOCALES,-630457.9361,4332848.0443,BARRIOS (LOS),True
SP_11012002_10_49,20210126000000,20210126000000,PM10,17.755,µg/m3,traffic,urban,4.0000,ES1479A,AVDA. MARCONI,-697814.0204,4370474.2031,CÁDIZ,True
SP_11020003_10_49,20210126000000,20210126000000,PM10,17.3575,µg/m3,industrial,suburban,49.0000,ES1620A,CARTUJA,-680661.9133,4391939.8826,JEREZ DE LA FRONTERA,True
SP_11020004_10_49,20210126000000,20210126000000,PM10,26.1025,µg/m3,background,urban,62.0000,ES1781A,JEREZ-CHAPMN,-680968.0419,4395783.1311,JEREZ DE LA FRONTERA,True
SP_12009007_10_46,20210126000000,20210126000000,PM10,4.625,µg/m3,industrial,urban,27.0000,ES1877A,ALMASSORA-C. P. OCHANDO,-6277.1814,4857993.3777,ALMAZORA/ALMASSORA,True
SP_12028001_10_46,20210126000000,20210126000000,PM10,4.625,µg/m3,industrial,suburban,50.0000,ES1687A,BENICASSIM,8101.5843,4874988.3670,BENICASIM/BENICÀSSIM,True
SP_12032001_10_46,20210126000000,20210126000000,PM10,7.75,µg/m3,industrial,rural,37.0000,ES1688A,BURRIANA,-7235.7669,4850292.6445,BURRIANA,True
SP_12040008_10_46,20210126000000,20210126000000,PM10,9,µg/m3,industrial,suburban,106.0000,ES1386A,CASTELLÓ-PENYETA,-6369.9484,4867799.2840,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,True
SP_13034002_10_49,20210126000000,20210126000000,PM10,6.625,µg/m3,background,suburban,635.0000,ES1857A,CIUDAD REAL,-438353.8908,4720797.8376,CIUDAD REAL,True
SP_13071015_10_49,20210126000000,20210126000000,PM10,8.875,µg/m3,industrial,suburban,685.0000,ES1279A,CAMPO DE FÚTBOL,-455138.6437,4676219.7730,PUERTOLLANO,True
SP_13071017_10_49,20210126000000,20210126000000,PM10,0,µg/m3,industrial,suburban,685.0000,ES1365A,BARRIO 630,-457745.7461,4679174.9281,PUERTOLLANO,True
SP_14021006_10_49,20210126000000,20210126000000,PM10,25.36375,µg/m3,background,suburban,152.0000,ES1800A,ASOMADILLA,-532060.4118,4565695.3332,CÓRDOBA,True
SP_16078001_10_49,20210126000000,20210126000000,PM10,0,µg/m3,background,suburban,948.0000,ES1858A,CUENCA,-237077.1195,4874941.5002,CUENCA,True
SP_18021001_10_49,20210126000000,20210126000000,PM10,9.05625,µg/m3,background,suburban,684.0000,ES1973A,CIUDAD DEPORTIVA,-402893.0671,4458018.9849,ARMILLA,True
SP_18087007_10_49,20210126000000,20210126000000,PM10,6.0375,µg/m3,traffic,urban,689.0000,ES1560A,GRANADA - NORTE,-402159.4716,4466475.9610,GRANADA,True
SP_20069005_10_47,20210126000000,20210126000000,PM10,10.5,µg/m3,traffic,urban,3.0000,ES1697A,AVENIDA TOLOSA,-223852.3640,5359184.8852,DONOSTIA-SAN SEBASTIÁN,True
SP_20069006_10_46,20210126000000,20210126000000,PM10,11.71429,µg/m3,traffic,urban,6.0000,ES2101A,EASO,-220504.9869,5359608.6572,DONOSTIA-SAN SEBASTIÁN,True
SP_20071001_10_47,20210126000000,20210126000000,PM10,7.857143,µg/m3,traffic,urban,90.0000,ES1498A,TOLOSA,-231321.9019,5331902.1797,TOLOSA,True
SP_20080001_10_49,20210126000000,20210126000000,PM10,6,µg/m3,background,urban,357.0000,ES2103A,ZUMARRAGA,-258050.8248,5331044.9706,ZUMARRAGA,True
SP_21005002_10_49,20210126000000,20210126000000,PM10,30.56,µg/m3,background,rural,22.0000,ES1878A,MATALASCAÑAS,-731415.8087,4441351.1573,ALMONTE,True
SP_21041008_10_49,20210126000000,20210126000000,PM10,18.43,µg/m3,industrial,urban,66.0000,ES0822A,LA ORDEN,-772342.4195,4478157.0062,HUELVA,True
SP_21041010_10_49,20210126000000,20210126000000,PM10,21.5825,µg/m3,industrial,urban,23.0000,ES1256A,LOS ROSALES,-770938.6807,4475432.0423,HUELVA,True
SP_23010002_10_49,20210126000000,20210126000000,PM10,12.0575,µg/m3,industrial,urban,368.0000,ES1253A,BAILÉN,-421224.0476,4592562.0357,BAILÉN,True
SP_23050003_10_49,20210126000000,20210126000000,PM10,10.47875,µg/m3,background,urban,480.0000,ES1656A,RONDA DEL VALLE,-420962.4468,4548752.7998,JAÉN,True
SPO.DE_DEST050_PM1_dataGroup1,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,116.0000,DEST050,Halle/Nord,1333502.4141,6709536.9047,Halle (Saale),True
SPO.DE_DEST066_PM1_dataGroup1,20210126000000,20210126000000,PM10,14.38625,µg/m3,background,urban,71.0000,DEST066,Wittenberg/Bahnstrasse,1409712.5167,6776807.4407,Wittenberg,True
SPO.DE_DEST077_PM1_dataGroup1,20210126000000,20210126000000,PM10,17.94,µg/m3,background,urban,58.0000,DEST077,Magdeburg/West,1292582.2598,6823284.3533,Magdeburg,True
SPO.DE_DEST089_PM1_dataGroup1,20210126000000,20210126000000,PM10,19.68,µg/m3,background,rural-regional,95.0000,DEST089,Zartau/Waldstation,1243697.7526,6908090.8560,Klötze,True
SPO.DE_DEST090_PM1_dataGroup1,20210126000000,20210126000000,PM10,12.08125,µg/m3,industrial,suburban,96.0000,DEST090,Leuna,1339411.8093,6678337.3746,Leuna,True
SPO.DE_DETH009_PM1_dataGroup1,20210126000000,20210126000000,PM10,11.5575,µg/m3,background,urban,190.0000,DETH009,Gera Friedericistr.,1344171.7194,6599728.0572,Gera,True
SPO.DE_DETH011_PM1_dataGroup1,20210126000000,20210126000000,PM10,13.5175,µg/m3,background,urban,185.0000,DETH011,Altenburg Theaterplatz,1384549.6364,6619128.5403,Altenburg,True
SPO.DE_DETH013_PM1_dataGroup1,20210126000000,20210126000000,PM10,11.53625,µg/m3,background,urban,210.0000,DETH013,Eisenach Werneburgstr.,1148509.4579,6617454.7268,Eisenach,True
SPO.DE_DETH018_PM1_dataGroup1,20210126000000,20210126000000,PM10,20.2775,µg/m3,background,urban,185.0000,DETH018,Nordhausen,1201293.5982,6709717.5021,Nordhausen,True
SPO.DE_DETH020_PM1_dataGroup1,20210126000000,20210126000000,PM10,11.94125,µg/m3,background,urban,195.0000,DETH020,Erfurt Krämpferstr.,1228736.0791,6617660.3544,Erfurt,True
SPO.DE_DETH026_PM1_dataGroup1,20210126000000,20210126000000,PM10,11.01125,µg/m3,background,rural-regional,450.0000,DETH026,Dreißigacker,1154973.0015,6544136.1548,Meiningen,True
SPO.DE_DETH117_PM1_dataGroup1,20210126000000,20210126000000,PM10,10.815,µg/m3,background,suburban,196.0000,DETH117,Erfurt Bautzener Weg,1230812.6329,6620078.0587,Erfurt,True
SPO.DE_DEUB001_PM1_dataGroup1,20210126000000,20210126000000,PM10,4.39125,µg/m3,background,rural,12.0000,DEUB001,Westerland,924865.4840,7347317.3343,Sylt,True
SPO.DE_DEUB004_PM1_dataGroup1,20210126000000,20210126000000,PM10,7.682857,µg/m3,background,rural-regional,1205.0000,DEUB004,Schauinsland,880318.4294,6092435.8375,Oberried,True
SPO.DE_DEUB005_PM1_dataGroup1,20210126000000,20210126000000,PM10,22.83571,µg/m3,background,rural,74.0000,DEUB005,Waldhof,1197434.0402,6946231.0063,Lüder,True
SPO.DE_DEUB028_PM1_dataGroup1,20210126000000,20210126000000,PM10,5.631429,µg/m3,background,rural,1.0000,DEUB028,Zingst,1416199.6601,7253354.2813,Zingst,True
SPO.IE.IE005APSample1_5,20210126000000,20210126000000,PM10,8.763456,µg/m3,traffic,urban,10.0000,IE005AP,Dublin Kilmainham St. John's Road West,-700733.3740,7047226.9362,,True
SPO.IE.IE005CPSample1_5,20210126000000,20210126000000,PM10,24.3025,µg/m3,background,suburban,100.0000,IE005CP,Waterford Waterford City Brownes Road,-796115.2533,6844921.6672,,True
SPO.IE.IE005DPSample1_5,20210126000000,20210126000000,PM10,11.32632,µg/m3,background,suburban,100.0000,IE005DP,Cork Cobh Carrignafoy,-922591.3047,6773949.9376,,True
SPO.IE.IE0118ASample2_5,20210126000000,20210126000000,PM10,12.5,µg/m3,background,suburban,39.0000,IE0118A,Mayo Castlebar John Moore Road,-1035240.3176,7142008.7752,,True
SPO.IE.IE0131ASample2_5,20210126000000,20210126000000,PM10,19.54152,µg/m3,traffic,suburban,10.0000,IE0131A,Dublin Blanchardstown River Road,-709097.8093,7054651.1610,,True
SPO.IE.IE0132ASample2_5,20210126000000,20210126000000,PM10,6.86217,µg/m3,background,suburban,10.0000,IE0132A,Dublin Dun Laoghaire The Glen,-682604.8837,7036045.2978,,True
SPO.IT0499A_5_nephelometry_beta_2015-01-01_00:00:00,20210126000000,20210126000000,PM10,0.202,µg/m3,background,urban,640.0000,IT0499A,LA1 Laces,1208825.0297,5880181.5796,VIA STAZIONE - Laces (BZ),True
SPO.IT0507A_5_nephelometry_beta_2019-01-01_00:00:00,20210126000000,20210126000000,PM10,18.65429,µg/m3,background,urban,564.0000,IT0507A,BX1 Bressanone,1297326.2513,5895665.2703,VIA STAZIONE - Bressanone (BZ),True
SPO.IT0934A_5_BETA_2016-10-05_21:00:00,20210126000000,20210126000000,PM10,2.814286,µg/m3,traffic,urban,159.0000,IT0934A,BN32 via flora,1646346.2507,5031751.3636,via mustilli - Benevento (BN),True
SPO-FR15043_5,20210126000000,20210126000000,PM10,9.5125,µg/m3,background,urban,219.0000,FR15043,Grenoble Les Frenes,638484.0714,5647045.4401,GRENOBLE,True
SPO-FR15045_5,20210126000000,20210126000000,PM10,7.5625,µg/m3,background,suburban,310.0000,FR15045,Grenoble PeriurbSud,631927.3534,5630625.5076,VIF,True
SPO-FR15046_5,20210126000000,20210126000000,PM10,11.1875,µg/m3,traffic,urban,218.0000,FR15046,Grenoble Boulevards,636817.0620,5650012.4246,GRENOBLE,True
SPO-FR15048_5,20210126000000,20210126000000,PM10,15.3375,µg/m3,background,suburban,260.0000,FR15048,Gresivaudan Periurb,654803.5087,5665662.5315,CROLLES,True
SPO-FR16029_5,20210126000000,20210126000000,PM10,11.225,µg/m3,background,urban,114.0000,FR16029,STG Nord,866247.2005,6209004.9045,STRASBOURG,True
SPO-FR16034_5,20210126000000,20210126000000,PM10,12.38571,µg/m3,traffic,urban,139.0000,FR16034,STG Clemenceau,862167.5638,6205649.5301,STRASBOURG,True
SPO-FR16040_5,20210126000000,20210126000000,PM10,12.4,µg/m3,traffic,urban,130.0000,FR16040,Strasbourg A35,860218.9161,6203218.7923,STRASBOURG,True
SPO-FR19012_5,20210126000000,20210126000000,PM10,9.771428,µg/m3,background,urban,48.0000,FR19012,Brest Mace,-499446.0274,6171343.5884,BREST,True
SPO-FR19014_5,20210126000000,20210126000000,PM10,15.5625,µg/m3,traffic,urban,59.0000,FR19014,Brest Desmoulins,-499680.9115,6173234.5847,BREST,True
SPO-FR19017_5,20210126000000,20210126000000,PM10,32.05,µg/m3,background,urban,45.0000,FR19017,Rennes Pays-Bas,-184691.2804,6121782.3806,RENNES,True
SPO-FR19032_5,20210126000000,20210126000000,PM10,22.8875,µg/m3,background,urban,37.0000,FR19032,Lorient B. Bissonnet,-377930.7844,6064122.4238,LORIENT,True
SPO-FR19033_5,20210126000000,20210126000000,PM10,32.45,µg/m3,background,urban,20.0000,FR19033,Vannes UTA,-307685.9594,6048645.1116,VANNES,True
SPO-FR19052_5,20210126000000,20210126000000,PM10,23.58571,µg/m3,traffic,urban,10.0000,FR19052,Quimper Pommiers,-456378.7428,6106209.3654,QUIMPER,True
SPO-FR21001_5,20210126000000,20210126000000,PM10,9.985714,µg/m3,background,urban,56.0000,FR21001,Caen Chemin-Vert,-43546.2924,6307540.2677,CAEN,True
SPO-FR21016_5,20210126000000,20210126000000,PM10,11.51429,µg/m3,traffic,urban,8.0000,FR21016,Caen Vaucelles,-39363.7965,6304654.9051,CAEN,True
SPO-FR21019_5,20210126000000,20210126000000,PM10,8.085714,µg/m3,background,urban,22.0000,FR21019,IFS Caen sud,-39271.0673,6300635.9139,IFS,True
SPO-FR21021_5,20210126000000,20210126000000,PM10,16.46667,µg/m3,background,urban,56.0000,FR21021,Lisieux,25294.2373,6299879.2477,LISIEUX,True
SPO-FR21031_5,20210126000000,20210126000000,PM10,16.67143,µg/m3,background,suburban,140.0000,FR21031,Alençon Météo-France,12337.8731,6181301.6763,CERISE,True
SPO-FR21035_5,20210126000000,20210126000000,PM10,13.02857,µg/m3,background,urban,9.0000,FR21035,cherbourg doumer,-181079.7421,6383541.5090,CHERBOURG-OCTEVILLE,True
SPO-FR21037_5,20210126000000,20210126000000,PM10,15.02857,µg/m3,industrial,suburban,2.0000,FR21037,Cherbourg port charb,-177378.7030,6385356.8205,CHERBOURG-OCTEVILLE,True
SPO-FR21040_5,20210126000000,20210126000000,PM10,18.1125,µg/m3,background,urban,56.0000,FR21040,Saint-Lô Eglise,-120750.7007,6294633.4666,SAINT-LO,True
SPO-FR23140_5,20210126000000,20210126000000,PM10,52.3,µg/m3,traffic,urban,20.0000,FR23140,VICTOR HUGO,-172860.0222,5975500.5877,NANTES,True
SPO-FR23152_5,20210126000000,20210126000000,PM10,42.925,µg/m3,background,urban,50.0000,FR23152,DELACROIX,-159947.2953,5886866.4663,LA ROCHE-SUR-YON,True
SPO-FR23177_5,20210126000000,20210126000000,PM10,35.5125,µg/m3,background,rural-regional,54.0000,FR23177,SAINT-DENIS D'ANJOU,-49430.7520,6071613.0433,SAINT-DENIS-D'ANJOU,True
SPO-FR23178_5,20210126000000,20210126000000,PM10,35.0875,µg/m3,industrial,suburban,9.0000,FR23178,PARSCAU DU PLESSIS,-230092.1555,5994325.1043,DONGES,True
SPO-FR25036_5,20210126000000,20210126000000,PM10,20.5375,µg/m3,background,urban,17.0000,FR25036,Espace du Palais,121749.4592,6350273.8144,ROUEN,True
SPO-FR25039_5,20210126000000,20210126000000,PM10,10.95,µg/m3,background,urban,65.0000,FR25039,Evreux Centre,127830.2863,6278483.1215,EVREUX,True
SPO-FR25045_5,20210126000000,20210126000000,PM10,5.48,µg/m3,background,rural-nearcity,80.0000,FR25045,Phare d Ailly,106552.5676,6431803.9652,SAINTE-MARGUERITE-SUR-MER,True
SPO-FR25049_5,20210126000000,20210126000000,PM10,15.95,µg/m3,background,rural-nearcity,21.0000,FR25049,Base loisirs Poses,135182.7161,6326750.6717,VAL-DE-REUIL,True
SPO-FR25051_5,20210126000000,20210126000000,PM10,7.285714,µg/m3,traffic,urban,45.0000,FR25051,Dieppe prox-auto,119554.0162,6432088.1877,DIEPPE,True
SPO-FR25053_5,20210126000000,20210126000000,PM10,23.57143,µg/m3,traffic,urban,9.0000,FR25053,Rouen Proxi Quai de Paris,122322.0866,6349287.7310,ROUEN,True
SPO-FR28033_5,20210126000000,20210126000000,PM10,13.06667,µg/m3,background,suburban,23.0000,FR28033,Noeux-les-Mines,296824.5166,6531522.6698,NOEUX-LES-MINES,True
SPO-FR28115_5,20210126000000,20210126000000,PM10,7.8625,µg/m3,traffic,urban,33.0000,FR28115,Lens Varsovie,315714.4324,6520836.0477,LENS,True
SPO-FR29424_5,20210126000000,20210126000000,PM10,11.65,µg/m3,background,urban,552.0000,FR29424,SAINT ETIENNE SUD,489296.1389,5687900.2964,SAINT-ETIENNE,True
SPO-FR29426_5,20210126000000,20210126000000,PM10,11.3,µg/m3,background,urban,366.0000,FR29426,SAINT-CHAMOND,502607.8349,5696664.9867,SAINT-CHAMOND,True
SPO-FR29429_5,20210126000000,20210126000000,PM10,14,µg/m3,traffic,suburban,259.0000,FR29429,RIVE DE GIER,514734.5349,5705892.7602,RIVE-DE-GIER,True
SPO-FR29439_5,20210126000000,20210126000000,PM10,12.6375,µg/m3,background,suburban,520.0000,FR29439,LA TALAUDIERE,493108.2748,5697688.9956,LA TALAUDIERE,True
SPO-FR29441_5,20210126000000,20210126000000,PM10,11.4375,µg/m3,traffic,urban,498.0000,FR29441,ST ETIENNE BD URBAIN,488554.9737,5692324.6489,SAINT-ETIENNE,True
SPO-FR31013_5,20210126000000,20210126000000,PM10,11.82857,µg/m3,background,urban,197.0000,FR31013,BILLERE,-43538.2774,5359404.1121,BILLERE,True
SPO-FR31016_5,20210126000000,20210126000000,PM10,10.51429,µg/m3,background,urban,35.0000,FR31016,SAINT-CROUTS,-165649.6362,5385277.5276,BAYONNE,True
SPO-FR31017_5,20210126000000,20210126000000,PM10,11.85714,µg/m3,traffic,urban,40.0000,FR31017,ANGLET,-170071.4690,5387494.1554,ANGLET,True
SPO-FR31021_5,20210126000000,20210126000000,PM10,9.842857,µg/m3,background,rural-regional,125.0000,FR31021,LABASTIDE CEZERACQ,-59772.3327,5369395.9739,LABASTIDE-CEZERACQ,True
SPO-FR31026_5,20210126000000,20210126000000,PM10,7.442857,µg/m3,industrial,suburban,22.0000,FR31026,TARTAS Pelletrin,-90261.5167,5440457.8330,TARTAS,True
